question_name,tag1,tag2,tag3
最美子字符串的数目,位运算,哈希表,字符串
割绳子,数组,二分查找,None
页面推荐Ⅱ,数据库,None,None
寻找峰值 II,数组,二分查找,矩阵
基于排列构建数组,数组,模拟,None
消灭怪物的最大数量,贪心,数组,排序
统计好数字的数目,递归,数学,None
最长公共子路径,数组,二分查找,后缀数组
给定二叉搜索树的插入顺序求深度,树,二叉搜索树,二叉树
检查是否所有字符出现次数相同,哈希表,字符串,计数
最小未被占据椅子的编号,数组,哈希表,堆（优先队列）
描述绘画结果,数组,哈希表,前缀和
跳跃游戏 VIII,栈,图,数组
按分类统计薪水,数据库,None,None
数组串联,数组,模拟,None
长度为 3 的不同回文子序列,位运算,哈希表,字符串
合并多棵二叉搜索树,树,深度优先搜索,哈希表
用三种不同颜色为网格涂色,动态规划,None,None
Nim 游戏 II,位运算,脑筋急转弯,数组
Leetcodify 好友推荐,数据库,None,None
兴趣相同的朋友,数据库,None,None
检查方程中的矛盾之处,深度优先搜索,并查集,图
新增的最少台阶数,贪心,数组,None
扣分后的最大得分,数组,动态规划,None
查询最大基因差,位运算,字典树,数组
第 K 小的子数组和,数组,二分查找,滑动窗口
判断字符串是否可分解为值均等的子串,字符串,None,None
排序数组之间的最长公共子序列,数组,哈希表,计数
所有子数组最小值中的最大值,栈,数组,单调栈
感染 K 种病毒所需的最短时间,几何,数组,数学
安装栅栏 II,几何,数组,数学
街上最亮的位置,数组,有序集合,前缀和
字符串转化后的各位数字之和,字符串,模拟,None
子字符串突变后可能得到的最大整数,贪心,数组,字符串
最大兼容性评分和,位运算,数组,动态规划
删除系统中的重复文件夹,字典树,数组,哈希表
检查操作是否合法,数组,枚举,矩阵
K 次调整数组大小浪费的最小总空间,数组,动态规划,None
将句子分隔成行的最低成本,数组,动态规划,None
三除数,数学,枚举,数论
你可以工作的最大周数,贪心,数组,None
构造元素不等于两相邻元素平均值的数组,贪心,数组,排序
统计特殊子序列的数目,数组,动态规划,None
确认率,数据库,None,None
使用特殊打字机键入单词的最少时间,贪心,字符串,None
最大方阵和,贪心,数组,矩阵
到达目的地的方案数,图,拓扑排序,动态规划
划分数字的方案数,字符串,动态规划,后缀数组
主动请求确认消息的用户,数据库,None,None
检查字符串是否为数组前缀,数组,双指针,字符串
移除石子使总数最小,贪心,数组,堆（优先队列）
使字符串平衡的最小交换次数,栈,贪心,双指针
找出到每个位置为止最长的有效障碍赛跑路线,树状数组,数组,二分查找
坚定的友谊,数据库,None,None
查询具有最多共同关注者的所有两两结对组,数据库,None,None
作为子字符串出现在单词中的字符串数目,字符串,None,None
数组元素的最小非零乘积,贪心,递归,数学
你能穿过矩阵的最后一天,深度优先搜索,广度优先搜索,并查集
找到数组的中间位置,数组,前缀和,None
找到所有的农场组,深度优先搜索,广度优先搜索,数组
树上的操作,树,深度优先搜索,广度优先搜索
好子集的数目,位运算,数组,数学
找出数组的最大公约数,数组,数学,数论
找出不同的二进制字符串,数组,哈希表,字符串
最小化目标值与所选元素的差,数组,动态规划,矩阵
从子集的和还原数组,数组,分治,None
丢失信息的雇员,数据库,None,None
未排序数组中的可被二分搜索的数,数组,二分查找,None
学生分数的最小差值,数组,排序,滑动窗口
找出数组中的第 K 大整数,数组,字符串,分治
完成任务的最少工作时间段,位运算,数组,动态规划
不同的好子序列数目,字符串,动态规划,None
差的绝对值为 K 的数对数目,数组,哈希表,计数
从双倍数组中还原原数组,贪心,数组,哈希表
出租车的最大盈利,数组,哈希表,二分查找
使数组连续的最少操作数,数组,哈希表,二分查找
同一天的第一个电话和最后一个电话,数据库,None,None
寻找图中是否存在路径,深度优先搜索,广度优先搜索,并查集
统计特殊四元组,数组,枚举,None
游戏中弱角色的数量,栈,贪心,数组
访问完所有房间的第一天,数组,动态规划,None
数组的最大公因数排序,并查集,数组,数学
值等于子节点值之和的节点数量,树,深度优先搜索,二叉树
上级经理已离职的公司员工,数据库,None,None
反转单词前缀,双指针,字符串,None
可互换矩形的组数,数组,哈希表,数学
两个回文子序列长度的最大乘积,位运算,字符串,动态规划
每棵子树内缺失的最小基因值,树,深度优先搜索,并查集
将一维数组转变成二维数组,数组,矩阵,模拟
连接后等于目标字符串的字符串对,数组,哈希表,字符串
考试的最大困扰度,字符串,二分查找,前缀和
分割数组的最多方案数,数组,哈希表,计数
找出每所学校的最低分数要求,数据库,None,None
执行操作后的变量值,数组,字符串,模拟
数组美丽值求和,数组,None,None
检测正方形,设计,数组,哈希表
重复 K 次的最长子序列,贪心,字符串,回溯
最小的仅由两个数组成的倍数,数学,枚举,None
每段建筑物的平均高度,贪心,数组,排序
统计实验的数量,数据库,None,None
增量元素之间的最大差值,数组,None,None
网格游戏,数组,矩阵,前缀和
判断单词是否能放入填字游戏内,数组,枚举,矩阵
解出数学表达式的学生分数,栈,记忆化搜索,数组
使每位学生都有座位的最少移动次数,贪心,数组,排序
如果相邻两个颜色均相同则删除当前颜色,贪心,数学,字符串
两个有序数组的第 K 小乘积,数组,二分查找,None
网络空闲的时刻,广度优先搜索,图,数组
职员招聘人数,数据库,None,None
斐波那契树的移除子树游戏,树,数学,动态规划
转换字符串的最少操作次数,贪心,字符串,None
找出缺失的观测数据,数组,数学,模拟
石子游戏 IX,贪心,数组,数学
含特定字母的最小子序列,栈,贪心,字符串
职员招聘人数 II,数据库,None,None
至少在两个数组中出现的值,位运算,数组,哈希表
获取单值网格的最小操作数,数组,数学,矩阵
股票价格波动,设计,哈希表,数据流
将数组分成两个数组并最小化数组和的差,位运算,数组,双指针
数组中第 K 个独一无二的字符串,数组,哈希表,字符串
两个最好的不重叠活动,数组,二分查找,动态规划
蜡烛之间的盘子,数组,字符串,二分查找
棋盘上有效移动组合的数目,数组,字符串,回溯
无流量的帐户数,数据库,None,None
检查句子中的数字是否递增,字符串,None,None
简易银行系统,设计,数组,哈希表
统计按位或能得到最大值的子集数目,位运算,数组,回溯
到达目的地的第二短时间,广度优先搜索,图,最短路
低质量的问题,数据库,None,None
句子中的有效单词数,字符串,None,None
下一个更大的数值平衡数,数学,回溯,枚举
统计最高分的节点数目,树,深度优先搜索,数组
并行课程 III,图,拓扑排序,数组
检查两个字符串是否几乎相等,哈希表,字符串,计数
模拟行走机器人 II,设计,模拟,None
每一个查询的最大美丽值,数组,二分查找,排序
你可以安排的最多任务数目,贪心,队列,数组
值相等的最小索引,数组,None,None
找出临界点之间的最小和最大距离,链表,None,None
转化数字的最小运算数,广度优先搜索,数组,None
同源字符串检测,字符串,动态规划,None
面试中被录取的候选人,数据库,None,None
统计字符串中的元音子字符串,哈希表,字符串,None
所有子字符串中的元音,数学,字符串,动态规划
分配给商店的最多商品的最小值,数组,二分查找,None
最大化一张图中的路径价值,图,数组,回溯
统计出现过一次的公共字符串,数组,哈希表,字符串
喂食仓鼠的最小食物桶数,贪心,字符串,动态规划
网格图中机器人回家的最小代价,贪心,数组,None
统计农场中肥沃金字塔的数目,数组,动态规划,矩阵
商店中每个成员的级别,数据库,None,None
买票需要的时间,队列,数组,模拟
反转偶数长度组的节点,链表,None,None
解码斜向换位密码,字符串,模拟,None
处理含限制条件的好友请求,并查集,图,None
两栋颜色不同且距离最远的房子,贪心,数组,None
用邮票贴满网格图,贪心,数组,矩阵
合法重新排列数对,深度优先搜索,图,欧拉回路
k 镜像数字的和,数学,枚举,None
扫地机器人清扫过的空间个数,数组,矩阵,模拟
找到和最大的长度为 K 的子序列,数组,哈希表,排序
适合野炊的日子,数组,动态规划,前缀和
引爆最多的炸弹,深度优先搜索,广度优先搜索,图
序列顺序查询,设计,数据流,有序集合
账户余额,数据库,None,None
等计数子串的数量,字符串,计数,前缀和
找出数组排序后的目标下标,数组,二分查找,排序
半径为 k 的子数组平均值,数组,滑动窗口,None
从数组中移除最大值和最小值,贪心,数组,None
找出知晓秘密的所有专家,深度优先搜索,广度优先搜索,并查集
赢得比赛的大学,数据库,None,None
找出 3 位偶数,数组,哈希表,枚举
删除链表的中间节点,链表,双指针,None
从二叉树一个节点到另一个节点每一步的方向,树,深度优先搜索,字符串
殊途同归,图,None,None
句子中的最多单词数,数组,字符串,None
从给定原材料中找到所有可以做出的菜,图,拓扑排序,数组
判断一个括号字符串是否有效,栈,贪心,字符串
一个区间内所有数乘积的缩写,数学,None,None
富有客户的数量,数据库,None,None
为订单类型为 0 的客户删除类型为 1 的订单,数据库,None,None
求以相同字母开头和结尾的子串总数,哈希表,数学,字符串
环和杆,哈希表,字符串,None
子数组范围和,栈,数组,单调栈
给植物浇水 II,数组,双指针,模拟
摘水果,数组,二分查找,前缀和
前往目标城市的最小费用,图,最短路,堆（优先队列）
找出数组中的第一个回文字符串,数组,双指针,字符串
向字符串添加空格,数组,双指针,字符串
股票平滑下跌阶段的数目,数组,数学,动态规划
使数组 K 递增的最少操作次数,数组,二分查找,None
将标题首字母大写,字符串,None,None
链表最大孪生和,栈,链表,双指针
连接两字母单词得到的最长回文串,贪心,数组,哈希表
反转两次的数字,数学,None,None
执行所有后缀指令,字符串,模拟,None
相同元素的间隔之和,数组,哈希表,前缀和
还原原数组,数组,哈希表,枚举
长度为 K 的最大偶数和子序列,贪心,数组,排序
检查是否所有 A 都在 B 之前,字符串,None,None
银行中的激光束数量,数组,数学,字符串
摧毁小行星,贪心,数组,排序
参加会议的最多员工数,深度优先搜索,图,拓扑排序
分享 K 个糖果后独特口味的数量,数组,哈希表,滑动窗口
打折购买糖果的最小开销,贪心,数组,排序
统计隐藏数组数目,数组,前缀和,None
价格范围内最高排名的 K 样物品,广度优先搜索,数组,矩阵
分隔长廊的方案数,数学,字符串,动态规划
最繁忙的机场,数据库,None,None
建立方程,数据库,None,None
检查是否每一行每一列都包含全部整数,数组,哈希表,矩阵
最少交换次数来组合所有的 1 II,数组,滑动窗口,None
统计追加字母可以获得的单词数,位运算,数组,哈希表
全部开花的最早一天,贪心,数组,排序
查询删除和添加元素后的数组,数组,None,None
使矩阵中的 1 互不相邻的最小操作数,图,数组,矩阵
将字符串拆分为若干长度为 k 的组,字符串,模拟,None
分组得分最高的所有下标,数组,None,None
解决智力问题,数组,动态规划,None
同时运行 N 台电脑的最长时间,贪心,数组,二分查找
拆分数位后四位数字的最小和,贪心,数学,排序
根据给定数字划分数组,数组,双指针,模拟
设置时间的最少代价,数学,枚举,None
删除元素后和的最小差值,数组,动态规划,堆（优先队列）
通过翻转行或列来去除所有的 1,位运算,数组,数学
元素计数,数组,排序,None
找出数组中的所有孤独数字,数组,哈希表,计数
按符号重排数组,数组,双指针,模拟
基于陈述统计最多好人数,位运算,数组,回溯
通过倒水操作让所有的水桶所含水量相等,数组,二分查找,None
将找到的值乘以 2,数组,哈希表,排序
查找给定哈希值的子串,字符串,滑动窗口,哈希函数
字符串分组,位运算,并查集,字符串
统计数组中相等且可以被整除的数对,数组,None,None
找到和为给定整数的三个连续整数,数学,模拟,None
拆分成最多数目的正偶数之和,贪心,数学,回溯
统计数组中好三元组数目,树状数组,线段树,数组
每辆车的乘客人数 I,数据库,None,None
在两个数组的区间中选取数字,数组,动态规划,None
对奇偶下标分别排序,数组,排序,None
重排数字的最小值,数学,排序,None
设计位集,设计,数组,哈希表
移除所有载有违禁货物车厢所需的最少时间,字符串,动态规划,None
穿过所有点的所需最少直线数量,位运算,几何,数组
得到 0 的操作数,数学,模拟,None
使数组变成交替数组的最少操作数,贪心,数组,哈希表
拿出最少数目的魔法豆,贪心,数组,枚举
数组的最大与和,位运算,数组,动态规划
统计包含给定前缀的字符串,数组,字符串,字符串匹配
制造字母异位词的最小步骤数 II,哈希表,字符串,计数
完成旅途的最少时间,数组,二分查找,None
完成比赛的最少时间,数组,动态规划,None
每辆车的乘客人数 II,数据库,None,None
每天绘制新区域的数量,线段树,数组,有序集合
统计各位数字之和为偶数的整数个数,数学,模拟,None
合并零之间的节点,链表,模拟,None
构造限制重复的字符串,贪心,字符串,计数
统计可以被 K 整除的下标对数目,数组,数学,数论
分别排序两列,数据库,None,None
每个数字的频率都相同的独特子字符串的数量,哈希表,字符串,计数
Excel 表中某个范围内的单元格,字符串,None,None
向数组中追加 K 个整数,贪心,数组,数学
根据描述创建二叉树,树,深度优先搜索,广度优先搜索
替换数组中的非互质数,栈,数组,数学
将数组划分成相等数对,位运算,数组,哈希表
字符串中最多数目的子序列,贪心,字符串,前缀和
将数组和减半的最少操作次数,贪心,数组,堆（优先队列）
用地毯覆盖后的最少白色砖块,字符串,动态规划,前缀和
数组中紧跟 key 之后出现最频繁的数字,数组,哈希表,计数
最多连胜的次数,数据库,None,None
通过翻转行或列来去除所有的 1 II,位运算,广度优先搜索,数组
世界排名的变化,数据库,None,None
统计数组中峰和谷的数量,数组,None,None
统计道路上的碰撞次数,栈,字符串,模拟
射箭比赛中的最大得分,位运算,数组,回溯
由单个字符重复的最长子字符串,线段树,数组,字符串
找出数组中的所有 K 近邻下标,数组,双指针,None
得到要求路径的最小带权子图,图,最短路,None
建造坚实的砖墙的方法数,位运算,数组,动态规划
转换数字的最少位翻转次数,位运算,None,None
数组的三角和,数组,数学,组合数学
选择建筑的方案数,字符串,动态规划,前缀和
构造字符串的总得分和,字符串,二分查找,字符串匹配
按奇偶性交换后的最大数字,排序,堆（优先队列）,None
向表达式添加括号后的最小结果,字符串,枚举,None
K 次增加后的最大乘积,贪心,数组,堆（优先队列）
花园的最大总美丽值,贪心,数组,双指针
多个数组求交集,数组,哈希表,计数
统计圆内格点数目,几何,数组,哈希表
统计包含每个点的矩形数目,树状数组,数组,二分查找
花期内花的数目,数组,哈希表,二分查找
找到每篇文章的主题,数据库,None,None
有资格享受折扣的用户数量,数据库,None,None
移除指定数字得到的最大结果,贪心,字符串,枚举
必须拿起的最小连续卡牌数,数组,哈希表,滑动窗口
含最多 K 个可整除元素的子数组,字典树,数组,哈希表
字符串的总引力,哈希表,字符串,动态规划
统计是给定字符串前缀的字符串数目,数组,字符串,None
最小平均差,数组,前缀和,None
统计网格图中没有被保卫的格子数,数组,矩阵,模拟
逃离火灾,广度优先搜索,数组,二分查找
转化时间需要的最少操作数,贪心,字符串,None
字符串中最大的 3 位相同数字,字符串,None,None
统计值等于子树平均值的节点数,树,深度优先搜索,二叉树
统计打字方案数,哈希表,数学,字符串
检查是否有合法括号字符串路径,数组,动态规划,矩阵
找到最接近 0 的数字,数组,None,None
买钢笔和铅笔的方案数,数学,枚举,None
设计一个 ATM 机器,贪心,设计,数组
节点序列的最大得分,图,数组,枚举
通关游戏所需的最低生命值,贪心,数组,None
不含特殊楼层的最大连续楼层数,数组,排序,None
按位与结果大于零的最长组合,位运算,数组,哈希表
统计区间中的整数数目,设计,线段树,有序集合
分割数组的方案数,数组,前缀和,None
毯子覆盖的最多白色砖块数,贪心,数组,二分查找
最大波动的子字符串,数组,动态规划,None
计算字符串的数字和,字符串,模拟,None
完成所有任务需要的最少轮数,贪心,数组,哈希表
转角路径的乘积中最多能有几个尾随零,数组,矩阵,前缀和
相邻字符不同的最长路径,树,深度优先搜索,图
字母在字符串中的百分比,字符串,None,None
装满石头的背包的最大数量,贪心,数组,排序
表示一个折线图的最少线段数,几何,数组,数学
巫师的总力量和,栈,数组,前缀和
数组的最大总分,数组,前缀和,None
7 天内两次购买的用户,数据库,None,None
查找可享受优惠的用户,数据库,None,None
重排字符形成目标字符串,哈希表,字符串,计数
价格减免,字符串,None,None
使数组按非递减顺序排列,栈,数组,链表
到达角落需要移除障碍物的最小数目,广度优先搜索,图,数组
司机成为乘客的次数,数据库,None,None
判断一个数的数字计数是否等于数位的值,哈希表,字符串,计数
最多单词数的发件人,数组,哈希表,字符串
道路的最大总重要性,贪心,图,排序
以组为单位订音乐会的门票,设计,树状数组,线段树
表的动态旋转,数据库,None,None
动态取消表的旋转,数据库,None,None
两整数相加,数学,None,None
判断根结点是否等于子结点之和,树,二叉树,None
计算街道上满足所需亮度的位置数量,数组,前缀和,None
极大极小游戏,数组,模拟,None
划分数组使最大差为 K,贪心,数组,排序
替换数组中的元素,数组,哈希表,模拟
设计一个文本编辑器,栈,设计,链表
公司命名,位运算,数组,哈希表
强密码检验器 II,字符串,None,None
咒语和药水的成功对数,数组,双指针,二分查找
替换字符后匹配,数组,哈希表,字符串
统计得分小于 K 的子数组数目,数组,二分查找,前缀和
小于等于 K 的最长二进制子序列,贪心,记忆化搜索,字符串
设计视频共享平台,栈,设计,哈希表
统计放置房子的方式数,动态规划,None,None
判断矩阵是否是一个 X 矩阵,数组,矩阵,None
二叉树中得到结果所需的最少翻转次数,树,深度优先搜索,动态规划
从树中删除边的最小分数,位运算,树,深度优先搜索
统计星号,字符串,None,None
操作后的最大异或和,位运算,数组,数学
统计无向图中无法互相到达点对数,深度优先搜索,广度优先搜索,并查集
不同骰子序列的数目,记忆化搜索,动态规划,None
最少按键次数,贪心,哈希表,字符串
解密消息,哈希表,字符串,None
知道秘密的人数,队列,动态规划,模拟
网格图中递增路径的数目,深度优先搜索,广度优先搜索,图
螺旋矩阵 IV,数组,链表,矩阵
装满杯子需要的最短总时长,贪心,数组,排序
无限集中的最小数字,设计,哈希表,堆（优先队列）
移动片段得到字符串,双指针,字符串,None
统计理想数组的数目,数学,动态规划,组合数学
计算布尔二叉树的值,树,深度优先搜索,二叉树
坐上公交的最晚时间,数组,双指针,二分查找
最小差值平方和,数组,数学,排序
元素值大于变化阈值的子数组,栈,并查集,数组
树中最接近路径的节点,树,深度优先搜索,广度优先搜索
数组能形成多少数对,数组,哈希表,计数
裁剪数字后查询第 K 小的数字,数组,字符串,分治
使数组可以被整除的最少删除次数,数组,数学,数论
在一个网格中可以看到的人数,栈,数组,矩阵
最大股票收益,数组,动态规划,None
第一个出现两次的字母,位运算,哈希表,字符串
相等行列对,数组,哈希表,矩阵
设计食物评分系统,设计,哈希表,有序集合
优质数对的数目,位运算,数组,哈希表
连续两年有 3 个及以上订单的产品,数据库,None,None
全 0 子数组的数目,数组,数学,None
最好的扑克手牌,数组,哈希表,计数
设计数字容器系统,设计,哈希表,有序集合
不可能得到的最短骰子序列,贪心,数组,哈希表
使数组中所有元素都等于零,贪心,数组,哈希表
分组的最大数量,贪心,数组,数学
找到离给定两个节点最近的节点,深度优先搜索,图,None
图中的最长环,深度优先搜索,图,拓扑排序
周末任务计数,数据库,None,None
按性别排列表格,数据库,None,None
算术三元组的数目,数组,哈希表,双指针
检查数组是否存在有效划分,数组,动态规划,None
最长理想子序列,哈希表,字符串,动态规划
受限条件下可到达节点的数目,树,深度优先搜索,广度优先搜索
每个城市最高气温的第一天,数据库,None,None
合并相似的物品,数组,哈希表,有序集合
统计坏数对的数目,数组,哈希表,None
预算内的最多机器人数目,队列,数组,二分查找
将数组排序的最少替换次数,贪心,数组,数学
产品销售分析 IV,数据库,None,None
产品销售分析Ⅴ,数据库,None,None
联赛的所有比赛,数据库,None,None
矩阵中的局部最大值,数组,矩阵,None
边积分最高的节点,图,哈希表,None
根据模式串构造最小数字,栈,贪心,字符串
统计特殊整数,数学,动态规划,None
完成所有工作的最短时间 II,贪心,数组,排序
赢得比赛需要的最少训练时长,贪心,数组,None
感染二叉树需要的总时间,树,深度优先搜索,广度优先搜索
找出数组的第 K 大和,数组,排序,堆（优先队列）
得到 K 个黑块的最少涂色次数,字符串,滑动窗口,None
二进制字符串重新安排顺序需要的时间,字符串,动态规划,模拟
字母移位 II,数组,字符串,前缀和
删除操作后的最大子段和,并查集,数组,有序集合
验证回文串 IV,双指针,字符串,None
和有限的最长子序列,贪心,数组,二分查找
从字符串中移除星号,栈,字符串,模拟
收集垃圾的最少总时间,数组,字符串,前缀和
给定条件下构造矩阵,图,拓扑排序,数组
数位和相等数对的最大和,数组,哈希表,排序
生成有效数组的最少交换次数,贪心,数组,None
最大回文数字,贪心,哈希表,字符串
检查相同字母间的距离,数组,哈希表,字符串
恰好移动 k 步到达某一位置的方法数目,数学,动态规划,组合数学
最长优雅子数组,位运算,数组,滑动窗口
会议室 III,数组,哈希表,排序
和相等的子数组,数组,哈希表,None
严格回文的数字,脑筋急转弯,数学,双指针
被列覆盖的最多行数,位运算,数组,回溯
任务调度器 II,数组,哈希表,模拟
以百分比计算排名,数据库,None,None
寻找可见山的数量,栈,数组,排序
出现最频繁的偶数元素,数组,哈希表,计数
子字符串的最优划分,贪心,哈希表,字符串
将区间分为最少组数,贪心,数组,双指针
通过移动项目到空白区域来排序数组,贪心,数组,排序
你能拿走的最大图书数量,栈,数组,动态规划
最小偶倍数,数学,数论,None
最长的字母序连续子字符串的长度,字符串,None,None
反转二叉树的奇数层,树,深度优先搜索,广度优先搜索
字符串的前缀分数和,字典树,数组,字符串
每位教师所教授的科目种类的数量,数据库,None,None
统计共同度过的日子数,数学,字符串,None
运动员和训练师的最大匹配数,贪心,数组,双指针
按位或最大的最小子数组长度,位运算,数组,二分查找
完成所有交易的初始最少钱数,贪心,数组,排序
乘坐火车路线的最少费用,数组,动态规划,None
生成发票,数据库,None,None
按身高排序,数组,哈希表,字符串
按位与最大的最长子数组,位运算,脑筋急转弯,数组
找到所有好下标,数组,动态规划,前缀和
好路径的数目,树,并查集,图
最小化网格中的最大值,并查集,图,拓扑排序
公因子的数目,数学,枚举,数论
沙漏的最大总和,数组,矩阵,前缀和
最小异或,贪心,位运算,None
对字母串可执行的最大删除数,字符串,动态规划,字符串匹配
将字符串分割成值不超过 K 的子字符串,贪心,字符串,动态规划
最长上传前缀,并查集,设计,树状数组
满足不等式的数对数目,树状数组,线段树,数组
计算每个销售人员的影响力,数据库,None,None
整理奥运表,数据库,None,None
选择边来最大化树的得分,树,深度优先搜索,动态规划
处理用时最长的那个任务的员工,数组,None,None
找出前缀异或的原始数组,位运算,数组,None
使用机器人打印字典序最小的字符串,栈,贪心,哈希表
矩阵中和能被 K 整除的路径,数组,动态规划,矩阵
行排序矩阵的中位数,数组,二分查找,矩阵
将表中的空值更改为前一个值,数据库,None,None
与对应负数同时存在的最大正整数,数组,哈希表,双指针
反转之后不同整数的数目,数组,哈希表,数学
最长递增子序列 II,树状数组,线段树,队列
统计定界子数组的数目,队列,数组,滑动窗口
有效时间的数目,字符串,枚举,None
二的幂数组中查询范围内的乘积,位运算,数组,前缀和
最小化数组中的最大值,贪心,数组,二分查找
创建价值相同的连通块,树,深度优先搜索,数组
删除字符使频率相同,哈希表,字符串,计数
所有数对的异或和,位运算,脑筋急转弯,数组
开除员工,数据库,None,None
严格递增的子数组个数,数组,数学,动态规划
判断两个事件是否存在冲突,数组,字符串,None
杀死所有怪物的最短时间,位运算,数组,动态规划
使数组相等的最小开销,贪心,数组,二分查找
使数组相似的最少操作次数,贪心,数组,排序
把三角形染成红色,数组,数学,None
反转之后的数字和,数学,枚举,None
可被三整除的偶数的平均值,数组,数学,None
最流行的视频创作者,数组,哈希表,字符串
美丽整数的最小增量,贪心,数学,None
移除子树后的二叉树高度,树,深度优先搜索,广度优先搜索
最大公因数等于 K 的子数组数目,数组,数学,数论
差值数组不同的字符串,数组,哈希表,字符串
摧毁一系列目标,数组,哈希表,计数
下一个更大元素 IV,栈,数组,二分查找
距离字典两次编辑以内的单词,数组,字符串,None
对数组执行操作,数组,模拟,None
长度为 K 子数组中的最大和,数组,哈希表,滑动窗口
雇佣 K 位工人的总代价,数组,双指针,模拟
最小移动总距离,数组,动态规划,排序
设计 SQL,设计,数组,哈希表
温度转换,数学,None,None
最小公倍数为 K 的子数组数目,数组,数学,数论
逐层排序二叉树所需的最少操作数目,树,广度优先搜索,二叉树
不重叠回文子字符串的最大数目,字符串,动态规划,None
最近的公平整数,数学,枚举,None
不同的平均值数目,数组,哈希表,双指针
统计构造好字符串的方案数,动态规划,None,None
根据限制分割消息,字符串,二分查找,None
树上最大得分和路径,树,深度优先搜索,广度优先搜索
使用合并操作将数组转换为回文序列,贪心,数组,双指针
数组中不等三元组的数目,数组,哈希表,排序
二叉搜索树最近节点查询,树,深度优先搜索,二叉搜索树
到达首都的最少油耗,树,深度优先搜索,广度优先搜索
完美分割的方案数,字符串,动态规划,None
最大限度地提高购买水果的口味,数组,动态规划,None
找出中枢整数,数学,前缀和,None
追加字符以获得子序列,贪心,双指针,字符串
从链表中移除节点,栈,递归,链表
统计中位数为 K 的子数组,数组,哈希表,前缀和
分割圆的最少切割次数,几何,数学,None
商店的最少代价,字符串,前缀和,None
统计回文子序列数目,字符串,动态规划,None
使子数组最大公约数大于一的最小分割数,贪心,数组,数学
回环句,字符串,None,None
划分技能点相等的团队,数组,哈希表,双指针
两个城市间路径的最小分数,深度优先搜索,广度优先搜索,并查集
将节点分成尽可能多的组,广度优先搜索,并查集,图
值为 1 的节点数,树,深度优先搜索,广度优先搜索
删除每行中的最大值,数组,矩阵,排序
数组中最长的方波,数组,哈希表,二分查找
设计内存分配器,设计,数组,哈希表
矩阵查询可获得的最大分数,广度优先搜索,并查集,数组
数组中字符串的最大值,数组,字符串,None
图中最大星和,贪心,图,数组
青蛙过河 II,贪心,数组,二分查找
让数组不相等的最小总代价,贪心,数组,哈希表
应用操作后不同二进制字符串的数量,数学,字符串,None
统计相似字符串对的数目,数组,哈希表,字符串
使用质因数之和替换后可以取到的最小值,数学,数论,None
添加边使所有节点度数都为偶数,图,哈希表,None
查询树中环的长度,树,二叉树,None
到目标字符串的最短距离,数组,字符串,None
每种字符至少取 K 个,哈希表,字符串,滑动窗口
礼盒的最大甜蜜度,数组,二分查找,排序
好分区的数目,数组,动态规划,None
最多可以摧毁的敌人城堡数目,数组,双指针,None
奖励最顶尖的 K 名学生,数组,哈希表,字符串
使数组中所有元素相等的最小操作数 II,贪心,数组,数学
统计同位异构字符串数目,哈希表,数学,字符串
行和列中一和零的差值,数组,矩阵,模拟
有效分割中的最少子数组数目,数组,数学,动态规划
统计能整除数字的位数,数学,None,None
数组乘积中的不同质因数数目,数组,哈希表,数学
范围内最接近的两个质数,数学,数论,None
购买苹果的最低成本,图,数组,最短路
购买量严格增加的客户,数据库,None,None
正整数和负整数的最大计数,数组,二分查找,计数
使字符串中不同字符的数目相等,哈希表,字符串,计数
执行 K 次操作后的最大分数,贪心,数组,堆（优先队列）
通过门的时间,队列,数组,模拟
最大化城市的最小电量,贪心,队列,数组
根据规则将箱子分类,数学,None,None
找到数据流中的连续整数,设计,队列,哈希表
查询数组异或美丽值,位运算,数组,数学
形成化学键,数据库,None,None
两个不重叠子树的最大异或值,树,深度优先搜索,图
数组元素和与数字和的绝对差,数组,数学,None
子矩阵元素加 1,数组,矩阵,前缀和
统计好子数组的数目,数组,哈希表,滑动窗口
最大价值和与最小价值和的差值,树,深度优先搜索,数组
最小化两个数组中的最大值,数学,二分查找,数论
固定比率的子字符串数,哈希表,数学,字符串
交替数字和,数学,None,None
根据第 K 场考试的分数排序,数组,矩阵,排序
执行逐位运算使字符串相等,位运算,字符串,None
拆分数组的最小代价,数组,哈希表,动态规划
最小公共值,数组,哈希表,双指针
判断一个点是否可以到达,数学,数论,None
最大子序列的分数,贪心,数组,排序
合并在同一个大厅重叠的活动,数据库,None,None
乘积为偶数的子数组数,数组,数学,动态规划
分割数组中数字的数位,数组,模拟,None
从一个范围内选择最多整数 I,贪心,数组,哈希表
二进制矩阵中翻转最多一次使路径不连通,深度优先搜索,广度优先搜索,数组
过桥的时间,数组,模拟,堆（优先队列）
把名字和职业联系起来,数据库,None,None
所有子序列和的按位或,位运算,脑筋急转弯,数组
递枕头,数学,模拟,None
二叉树中的第 K 大层和,树,广度优先搜索,二叉树
分割数组使乘积互质,数组,哈希表,数学
获得分数的方法数,数组,动态规划,None
统计染色格子数,数学,None,None
最小和分割,贪心,数学,排序
统计将重叠区间合并成组的方案数,数组,排序,None
统计可能的树根数目,树,深度优先搜索,哈希表
检查是否有路径经过相同数量的 0 和 1,数组,动态规划,矩阵
统计范围内的元音字符串数,数组,字符串,None
重排数组以得到最大前缀分数,贪心,数组,前缀和
